intDate,mediaType,offerCount,Score
2023-10-19,email,1429,95.69
2023-10-19,callback,45,95.69
2023-10-19,voice,313,95.69
2023-10-19,message,167,95.69
2023-10-20,callback,59,93.05
2023-10-20,voice,228,93.05
2023-10-20,email,1393,93.05
2023-10-20,message,149,93.05
2023-10-23,message,214,92.82
2023-10-23,voice,279,92.82
2023-10-23,callback,124,92.82
2023-10-23,email,1345,92.82
2023-10-24,email,1303,95.64
2023-10-24,voice,306,95.64
2023-10-24,message,215,95.64
2023-10-24,callback,86,95.64
2023-10-25,callback,60,95.08
2023-10-25,message,198,95.08
2023-10-25,email,1331,95.08
2023-10-25,voice,316,95.08
2023-10-26,message,193,95.6
2023-10-26,callback,88,95.6
2023-10-26,voice,255,95.6
2023-10-26,email,1360,95.6
2023-10-27,email,1125,96.1
2023-10-27,message,154,96.1
2023-10-27,callback,80,96.1
2023-10-27,voice,231,96.1
2023-10-30,callback,105,95.91
2023-10-30,voice,250,95.91
2023-10-30,email,1134,95.91
2023-10-30,message,194,95.91
2023-10-31,voice,301,95
2023-10-31,callback,121,95
2023-10-31,email,1452,95
2023-10-31,message,209,95
2023-11-01,voice,279,95.6
2023-11-01,callback,100,95.6
2023-11-01,email,1360,95.6
2023-11-01,message,189,95.6
2023-11-02,email,1162,94.63
2023-11-02,callback,76,94.63
2023-11-02,voice,298,94.63
2023-11-02,message,175,94.63
2023-11-03,callback,24,90.22
2023-11-03,email,988,90.22
2023-11-03,voice,244,90.22
2023-11-03,message,119,90.22
2023-11-06,message,186,94.8
2023-11-06,voice,224,94.8
2023-11-06,email,1084,94.8
2023-11-06,callback,76,94.8
2023-11-07,message,153,94.53
2023-11-07,callback,37,94.53
2023-11-07,email,1178,94.53
2023-11-07,voice,256,94.53
2023-11-08,callback,61,94.92
2023-11-08,message,167,94.92
2023-11-08,email,1349,94.92
2023-11-08,voice,352,94.92
2023-11-09,message,202,93.88
2023-11-09,email,1225,93.88
2023-11-09,callback,70,93.88
2023-11-09,voice,308,93.88
2023-11-10,message,148,93.53
2023-11-10,email,1054,93.53
2023-11-10,callback,57,93.53
2023-11-10,voice,288,93.53
2023-11-13,message,187,93.27
2023-11-13,email,1383,93.27
2023-11-13,voice,295,93.27
2023-11-13,callback,40,93.27
2023-11-14,message,181,92.66
2023-11-14,voice,380,92.66
2023-11-14,email,1427,92.66
2023-11-14,callback,13,92.66
2023-11-15,message,173,93.37
2023-11-15,email,1482,93.37
2023-11-15,voice,344,93.37
2023-11-15,callback,10,93.37
2023-11-16,callback,14,94.37
2023-11-16,message,151,94.37
2023-11-16,email,1359,94.37
2023-11-16,voice,332,94.37
2023-11-17,email,1180,95.59
2023-11-17,voice,238,95.59
2023-11-17,callback,56,95.59
2023-11-17,message,142,95.59
2023-11-20,callback,27,96.01
2023-11-20,email,1370,96.01
2023-11-20,message,174,96.01
2023-11-20,voice,312,96.01
